,標題,分類,內文
3161,[問卦] 這有什麼好笑的,Gossiping,"
剛剛在翠看到有阿公阿媽出來守護民主
結果 有一群人都在那邊哈哈大笑
http://i.imgur.com/iIv1hY0.jpg
http://i.imgur.com/FGWpiQf.jpg

這有什麼好笑的？
卦？？？？？？？？

"
3162,[問卦] 當拖油瓶是不是蠻可憐的阿??,Gossiping,"欸欸
當拖油瓶是小孩的錯嗎
為什麼老媽改嫁之後新爸爸不愛阿
後來生的弟弟每個月零用錢隨便都8000塊
但是弟弟不愛念書功課超~爛
哥哥書一直都念的還不錯
上一次考試失常而已
結果新爸爸只給8500的零用錢
看了快笑死
難怪要跑去原來爸爸娶的新媽那邊

"
3163,[問卦] 有人發現鮮奶已經偷偷在降價了嗎?,Gossiping,"小弟我牛奶愛好者啦

現在賣場最便宜的應該是全聯的福樂美國進口鮮奶

2罐248元 等於1罐124元

再來是家樂福的自有品牌-阿猴鮮乳

原本139元已經是市面上第二低價

最近去家樂福逛逛居然發現降到129元了!!!

然後其他大廠像是光泉、統一、義美等等沒啥降價

所以每次看冰櫃裡永遠滿滿的滯銷貨

各位有沒有很期待明年1月1號紐澳奶全面免關稅的大場面啊^^

"
3164,[問卦] 高雄小攤販可用手機支付的地方比台北多？,Gossiping,"安安 如題啦

回來高雄一個多禮拜
到處跑覺得交通很落後，行人地獄，路好髒。

但是很意外的是，小攤販很多都可以用linepay
連鐵皮屋搭建的很傳統的賣肉粽的也可以linepay
髮廊也可以
倒是很出乎我意料

台北小攤販基本上都沒有手機支付的選項
髮廊也愛付現

有無卦啊
求解
"
3165,[問卦] 台達電不是一間風評不錯的公司嗎？,Gossiping,"如題

一直以來都覺得台達是一間風評不錯的公司

很多四大畢業還搶著要進去

電源做到全球第一 全球欸

還以為是台灣之光的好公司

最近的新聞讓我開了眼界

有人在台達要現身說法嗎

到底台達狀況如何啊

真的是虛有其表的公司？

"
3166,[問卦] 逛美式賣場是不是能夠為體驗交通亂源,Gossiping,"嗨，大家呷飽沒？


每次逛美式賣場時

都會覺得動線混亂

要嘛大塞車

不然就是快撞上，或者危停

請問是不是逛美食賣場可以體驗台灣交通呢

有沒有八卦？

"
3167,Re: [新聞] 青鳥立院外怒推倒圍欄　沈伯洋喊「阻止,Gossiping,"
所以到底是要不要衝?

黑熊 跟台南立委喊要民眾的力量

讓大家進場

結果 準台南市長候選人說 不要衝

卓院長齁的住

所以是指揮官再互打囉?

年輕跟求表現的

要大家衝出一個未來

有門票 有高層關係的

叫大家坐著等覆議

這樣的領導是正確的嗎??

黑熊部隊 在國內民主存亡關頭

竟然公然抗命

拒絕為黨 為民主衝鋒

這種領導體系怎麼證明

對抗共匪時會服從命令

軍命如山

結果黑熊講話沒人要聽

衝不衝一句話好嗎

多頭馬車 指揮體系混亂

一樣是綠營

當總統都台南咖

高雄仔只能賣命

只配當民主的墊腳石

民主存亡關頭

連高雄的都看不下去台南的在擺爛

難怪有立委要喊革命

衝的還是國蔥嗎???

到底衝不衝

誰要出來解釋一下????

"
3168,[問卦] M1A2T何時要開出來？,Gossiping,"天安門事件中國開出國產59式坦克

登上國際頭條

還成為時代標誌具有象徵意義

這次青鳥包圍國會 台灣會開出M1A2T坦克

成為新一代坦克人登上國際頭版畫面嗎

有無八卦？

"
3169,Re: [爆卦] 綠委邱議瑩:來來來~快進來~~,Gossiping,"※ 引述《kuso2005 (一時想不到)》之銘言：
: ※ 引述《ijiji (不啾)》之銘言：
: : 直擊民主進步黨邱議瑩委員
: : 拉警方的護欄
: : 鼓勵青鳥衝立法院
: : https://imgur.com/TSAwNGu
: : 這算現行犯嗎?
: 一邊罵人中國狗一邊穿簡體字外套
: 這波操作我不懂
: https://i.imgur.com/7zhrrfH.jpeg
: https://i.imgur.com/AbuoA2c.jpeg
: https://i.imgur.com/yVCv5rA.jpeg
: https://i.imgur.com/j0bQVKT.jpeg
: 還真他媽的是簡體字耶！


各位...
那個不是簡體字....
那個是日語的漢字....
台湾 たいわん

https://i.imgur.com/lXebP0w.jpeg
https://i.imgur.com/Ljlxcpm.jpeg

用日本貨何情何理吧?
Huh?

八卦又翻了....



"
3170,Re: [新聞] 快訊／青鳥集結欲闖立院！高喊「停止開會,Gossiping,"https://youtu.be/LhdoZCnKZCA?si=REkTramBANadAJT-

每次看到這種新聞都想到這個音樂

有人要去現場放嗎

我覺得會更帶勁

衝起來 勇綠音效啾啾啾

攻城囉

※ 引述《sera520 (冥禁洞屌)》之銘言：
: 1.媒體來源:
: TVBS
: 2.記者署名:
: 林恩如 林茜妤
: 3.完整新聞標題:
: 快訊／青鳥集結欲闖立院！高喊「停止開會｣拆圍欄　民眾昏倒送救護車
: 4.完整新聞內文:
: 立法院會今（20）日預計處理《選罷法》、《憲訴法》及《財劃法》等修正草案，民進黨
: 立委昨夜破壞議場窗戶後闖入，在議場各出入口設下重重阻礙，意圖阻擋藍委進入議場，
: 藍綠再爆衝突。而今日上午9點30分起，青鳥們也包圍立法院外進行守護行動，到今天10
: 點40分，國民黨搶回主席台，場外青鳥非常激動，高喊「停止開會」，並試圖闖圍欄進入
: 院區，更有民眾昏倒被送上救護車，場面混亂。

"
3171,Re: [問卦] 憾！三讀了之後要？！,Gossiping,"※ 引述《lili712 (7年級韭菜)》之銘言：
: 乳題啦
: 三讀了之後民主大崩毀，
: 請問接下來的行動是啥？
: 有人有辦法挽救民主嗎？
: 有卦咪有？0.0
1.這次修法毀憲亂政

2.立法院民進黨團、行政院、總統府都提出要釋憲

3.大法官人數不足未能完成釋憲流程

4.行政院宣稱在釋憲程序進行中，為維護憲法不予執行新法

這不就挽救民主了

流程走完又要選下一屆立委了


但坦白講啦

沒修法前也就只提了罷免謝國樑而且還失敗

能不能讓罷免謝國樑進到投票程序的修法

台灣就會亡國

這也太魔幻了吧

"
3172,[問卦] 大法官要上場了 對吧？,Gossiping,"欸欸欸欸

已經完成三讀了

接下來就是大法官的戰場了吧

反正就是 你三讀 我釋憲 人都我的

還是有別條路可以走？

搞一個民主的戒嚴？


"
3173,Re: [問卦] 為什麼十年前你選擇上街 這次卻選擇,Gossiping,"10年前我沒上街

現在我也沒

但身為路人可以很容易的看出

PTT群眾老了

老到沒有是非只有政黨

要怎麼分辨出來就是貼標籤

把那群青鳥打成民進黨就真的很蠢

那群青鳥很明顯就不是民進黨派的

就跟把當年太陽花都推成民進黨派的一樣蠢

邱議瑩直接罵太陽花

民進黨直接吸收林9萬、11萬

要說徵才也是 群眾運動中才能找出誰是有能力的那個

一樣非藍綠

民進黨做的是吸收

一群懶得思考的 就說那都是對方派來的

不然發文的原PO如果有參加太陽花 難道你是民進黨派的嗎？

同樣洪仲丘案也是

洪姊被時代力量吸收

一定也有蠢如豬的人到現在還覺得時代是綠的

但其實沒啥差

至少時代力量關燈第一年還有人要撐看看

因為事實上從台聯、基進到時代力量

都有自己的看法 跟民進黨不同的看法

也同樣的新黨親民黨也是跟國民黨不同看法

好比藍白也是不一樣的

我是希望他們不一樣 白的可以發揮作用

但變成小藍 就沒什麼意義了

而PTT只是從會思考主流年輕人 變成懶得思考貼標籤的others

時代眼淚而已

就跟研究講的一樣 人在30歲後停止收聽流行音樂

老人都是如此其實也沒什麼好難過的

※ 引述《OPPAISuki (OPPAISuki)》之銘言：
: 為什麼十年前的太陽花學運 八卦版的各位 都選擇聲援 上街抗議
: 反黑箱 覺得國家要亡了 要救國家! 滿腔熱血!
: 為什麼這次你選擇在家 看著PTT 看著YT直播 當笑話 娛樂在看?
: 是因為這幾天太冷了嗎? 不想出門 吹冷風
: 還是說當初就是一場騙局? 被騙了10年 醒了
: 我們都老了 該面對現實了 有經濟壓力了 只想安穩過生活
: 有沒有八卦?

"
3174,[問卦] creepy nuts的歌好洗腦！,Gossiping,"我ㄈㄓ啦

前陣子看完肌肉魔法使

整天腦袋都是bling bang bang bling bang bang bling bang bang born...

最近看膽大黨換成dandandandandandandan...

好洗腦但通勤時聽覺得很爽欸~

有沒有creepy nuts的歌好洗腦的八卦？

"
3175,[問卦] 蹦版統神幾點打？？,Gossiping,"期待已久的兩大拳王要對決了
今天幾點打啊
有人說不打了
所以到底今天有沒有要打
好想看
蹦版和統神
到底誰贏

有沒有掛x

"
3176,[問卦] 接下來怎麼死人連署,Gossiping,"阿尼搞一個連署要身分證

阿我們接下來怎麼用死人連署

選罷法這個是不是惡法

早該被剔除的爛條例

這樣我們連門檻都過不了欸


某人是不是忘記自己用12個選同一張信用卡繳黨費的醜聞了？


"
3177,[問卦] 在亂射摸啦有人有懶人包媽,Gossiping,"
媽的上禮拜出國玩好幾天

回來就拼命加班把請假的進度都趕上

都沒注意現在外面發生射摸事惹

有人油懶人包媽

卦？？？

"
3178,[問卦] 累了嗎 聽一首歌好嗎?,Gossiping,"











等下是星期五晚上

時間是六點零一分 AO～
推開辦公室的大門 AO～

狂奔吧 Party Night 拜託路上別塞
讓快樂就像摩西分紅海
明天不用上班 現在衝哪一站
5AO 5AO A～


   話說 明天我去愛國西路附近耶 是不是應該先練身體啊?

"
3179,Re: [問卦] 台電今年還有年終獎金嗎?,Gossiping,"※ 引述《chengyou66 (Quality)》之銘言：
: 大家好
: 小弟剛剛滑8卦版
: 看到有人說台電今年虧超級多
: 小弟好奇
: 台電今年沒年終了吧?
: 台電的員工在想什麼?
: 8卦否

用游泳池梗圖來表示的話
台水是沉在水裡的那具骷髏

台電這樣就沒年終
那台水這十幾二十年都沒年終了
大概從解嚴之後沒幾年就沒上調過水價了
台水年年虧到現在一樣有年終
這就叫政策性虧損
講白了還是全民買單
只是你繳的是稅還是水電費而已

"
3180,[問卦] 包莖禿頭能防狂甲嗎?,Gossiping,"✈✈✈
☑☑☑
♥♥♥

欸欸  安安

偶禿頭研究家

肥肥的1個朋友

不幸罹患了地中海型禿頭   O_o

他想問

狂甲是不是對包莖禿頭男沒興趣?

可以防止被肛

卦!?

"
3181,[新聞] 美YouTuber堅信「地平說」　到南極見這,Gossiping,"1.媒體來源:
TVBS

2.記者署名:
廖國安

3.完整新聞標題:
美YouTuber堅信「地平說」　到南極見這幕認：我錯了

4.完整新聞內文:
美國加州一名YouTuber坎帕內拉（Jeran Campanella）是「地平說」支持者，近期花費約
新台幣114萬元，與其他7人一同前往南極，想觀測永晝現象是否為真，徹底證明地平說或
地圓說，哪一方才是對的。結果在親眼目睹24小時太陽後，終於承認自己錯了。

據《鏡報》報導，坎帕內拉參加了由科羅拉多州牧師杜菲（Will Duffy）主辦的「最後的
實驗」旅程。在南極親眼見證太陽在空中環繞超過24小時未落下，終於坦言：「有時你在
生活中是錯的，我以為沒有24小時的太陽……但我現在真的相信有了。」儘管如此，他仍
未完全接受地球是圓的概念，表示：「我不會說地球是一個完美的球體。但太陽確實像那
些人說的一樣，繞著這塊南方大陸轉。」

主辦人達菲使用SpaceX的星鏈（Starlink）衛星網路進行全程直播，並表示已連續拍攝太
陽長達25小時。然而，同行的「地平說」支持者威西特（Austin Witsit）仍拒絕相信，
宣稱永晝現象不足以證明地球是圓的。一些地平說支持者網友也在YouTube留言反駁，甚
至堅稱這群人是在綠幕前透過特效拍攝。

儘管坎帕內拉的觀點有所動搖，但並非所有地平說支持者都因此信服。同時，他們還質疑
NASA等航太機構參與了隱瞞地球真相的大規模陰謀，指控所有來自太空的地球照片都是偽
造或經過操控的。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.tvbs.com.tw/world/2724413

6.備註:
他可以找一龍馬送他上去看看阿

"
3182,[新聞] 高雄社工家訪機警...3童驗出安毒 毒癮父,Gossiping,"高雄社工家訪機警...3童驗出安毒 毒癮父上訴再加重徒刑
2024-12-20 12:36 聯合報／ 記者
林保光
／高雄即時報導

李姓男子與同居女友育3名小孩，他在住處吸毒，社工發覺有異，採集3童毛髮竟驗出有安
非他命毒品反應，緊急安置3幼童。檢方不服一審判決，上訴後，高等法院高雄分院認為
李男構成累犯，依妨害幼童發育罪，再從重量刑，多判他4個月處徒刑。

據了解，李姓男子與許姓女友同居，同住的小孩除了許女與前夫的1名女兒，2人也生下1
對龍鳳胎，因李男有毒品前科，2人未婚生子，被社會局列為關懷對象。

2022年9月，社工到李、許住處家訪，發現李精神恍惚，加上屋內有異味，社工懷疑他在
住處吸毒，要求採集3名幼童的毛髮送驗，果真驗出3名幼童體內都有安非他命殘留，且濃
度不低，推論在採驗前1周至3周內吸入毒煙，才導致體內有安毒殘留。

社工緊急通報高雄市警局婦幼隊，去年1月警方去他們住處搜索，查獲毒品殘渣袋、安非
他命吸食器等證物，社會局立即安置3名小孩，再次採集毛髮、尿液，發現3幼童一直處在
「毒煙」的陰影下生活。

李男經橋頭地方法院依妨害幼童發育罪，判他1年2月徒刑，檢方不服判決，上訴二審。

高等法院高雄分院認為，李男身為3小孩的父親或同居家屬，施用毒品已屬不該，竟仍不
顧小孩在旁同處一室，多次施用毒品，妨害幼童身心健全發展，並是在前案服刑完畢滿1
年故意再犯，是前刑不足以發揮警告作用，堪認他對刑罰反應力薄弱，改判他1年6月徒刑
。全案可上訴。

https://udn.com/news/story/7315/8438388

"
3183,[問卦] 立委要選力英有好推薦人選嗎,Gossiping,"
立法院時不時都要攻城戰

熱愛政治又是力英的我只想到館長一人

還有推薦的人選嗎？

備註：Freddy好像也蠻壯的，應該派得上用場吧

"
3184,Re: [問卦] 為什麼十年前你選擇上街 這次卻選擇在家?,Gossiping,"※ 引述《DarkHolbach (Champagne Supernova)》之銘言
: ※ 引述 《OPPAISuki (OPPAISuki)》 之銘言：
: :
: : 為什麼十年前的太陽花學運 八卦版的各位 都選擇聲援 上街抗議
: :
: : 反黑箱 覺得國家要亡了 要救國家! 滿腔熱血!

10年前還沒有什麼網軍的概念

但那時候絕對有大批綠網軍在PTT八卦版販賣恐懼

我只能說那一陣子真的很精彩

八卦版上每天都有圖文並茂且上色的懶人包爆料可以看

而且通常都是計畫性的快速爆文

那時候這種文無論題材為何都只灌輸你三件事

國民黨要賣台

民進党才能守護台灣

共產党下的台灣人會死絕

那時候民進党靠著網路 電視 報紙三管齊下造謠抹黑

很多大學生在這種資訊一波又一波的洗腦轟炸之下

蔓延出一種很濃厚深切的絕望無力感

害怕某天醒來自己就是中華民國共和國的人了

並且壓抑的像一顆炸彈一樣

隨著服貿過審的逼近

也越來越壓抑越絕望

而突如其來314太陽花就像一把火

把那麼多大學生的絕望苦悶給引爆了

直接炸出了一個空前絕後的太陽花

一句「自己的國家自己救」

更是激出了更多的人民前往參與太陽花

當時連我都有去參加

現在回想起來

整個太陽花真的是很神奇的一件事

不知道到底是各種巧合拼湊出來的

還是民進党精心策劃出來的連環計

居然能搞出這麼多人都魔怔的群眾運動

並且養出一群党的死侍及40%的死忠

也把國民黨打到再起不能

回頭想真心感覺很神奇

但現在無法再複製一次那種狀況了

以前覺得反共可以當飯吃

現在覺得還是飯好吃


"
3185,Re: [問卦] GPT: 有哪些執政黨喊過革命,Gossiping,"那個...革命有成功失敗啊

國民革命 指的就是中共跟國民黨的內戰

中國國民黨的軍隊叫作國民革命軍 簡稱為國軍
https://pedia.cloud.edu.tw/Entry/Detail?title=國民革命軍

革命的意思就是換人做做看

立法院革命行動 就是立法院換人做

總統革命行動 就是總統換人做

就一個很普通的中性詞

就好比國民黨在中國大陸時

一樣在革命 革輸中共

換人做做看一樣

※ 引述《StarTouching (撫星)》之銘言：
: 我問ChatGPT
: 歷史上有哪些執政黨用革命稱呼過自己的行動
: 這是GPT告訴我的答案
: 1. 中國共產黨
:  "
3186,[問卦] 立法院外這個抽菸妹是之前那個輪椅妹嗎？,Gossiping,"
如題，剛才看Threads網友轉貼的。

https://i.imgur.com/ELFiUiY.jpeg

一名女覺青今早在青島東路立法院外緊鄰警察大口吞吐，一身勁裝充份凸顯年輕人對傳統
道德約束的不服，架勢十足。

但我愈看愈眼熟，怎感覺她有一點像之前那個自爆與前男友交往時出軌，還常在IG分享女
權議題、約炮、開放式關係理念，用底片拍肉照的刺青輪椅妹？

https://i.imgur.com/JPSSNiZ.jpeg
https://i.imgur.com/J1nCgYV.jpeg
https://i.imgur.com/MC4oHlb.jpeg
https://i.imgur.com/6TwUr20.jpeg
https://i.imgur.com/nBkR7V5.jpeg
https://i.imgur.com/fxYwcPo.jpeg

是我看錯了嗎？有卦否？

"
3187,[問卦] 為何工作被霸凌要自殺而不是離職？,Gossiping,"
這陣子看很多因為職場霸凌跑去自殺的新聞


就讓人很是納悶


工作上被霸凌不是離職找新的就好嗎


幹嘛要自殺？


"
3188,[問卦] 台灣詐騙啟蒙是天堂嗎？,Gossiping,"當年天堂充斥著很多詐騙

不論是隱身躲在旁邊等人家丟裝備就F4的法師

或是騙加速 騙交易 騙點數

到整個遊戲公司抽卡抽虛寶用假機率

難道這就是啟蒙嗎

"
3189,[問卦] 女同事手腳冰冷該怎摸辦？,Gossiping,"今天開會的時候
從女同事手中接到紙本
哇靠！
她的手怎麼這麼冰！
跟女鬼有得比！
為了女同事的健康著想
有什麼方法可以讓她手手暖活呢？
"
3190,Re: [問卦] 憾！三讀了之後要？！,Gossiping,"

   一, 行政院院長可以不副署, 程序就卡住了

   二, 就那些法條, 可以聲請釋憲


     根本不用去撞玻璃

     行政權要修理國會太簡單了

"
3191,Re: [新聞] 快訊／青鳥集結欲闖立院！高喊「停止,Gossiping,"※ 引述《sera520 (冥禁洞屌)》之銘言：
: 1.媒體來源:
: TVBS
: 2.記者署名:
:  林恩如 林茜妤
: 3.完整新聞標題:
: 快訊／青鳥集結欲闖立院！高喊「停止開會｣拆圍欄　民眾昏倒送救護車
: 4.完整新聞內文:
: 立法院會今（20）日預計處理《選罷法》、《憲訴法》及《財劃法》等修正草案，民進
黨
: 立委昨夜破壞議場窗戶後闖入，在議場各出入口設下重重阻礙，意圖阻擋藍委進入議場
，
: 藍綠再爆衝突。而今日上午9點30分起，青鳥們也包圍立法院外進行守護行動，到今天1
0
: 點40分，國民黨搶回主席台，場外青鳥非常激動，高喊「停止開會」，並試圖闖圍欄進
入
: 院區，更有民眾昏倒被送上救護車，場面混亂。
: 立法院程序委員會17日經表決，通過國民黨立法院黨團所提議的20日立法院院會議程草
案
: ，將報告事項全數暫緩列案，並將攸關加嚴罷免連署的《選罷法》修正草案、攸關大法
官
: 裁判門檻提高的《憲法訴訟法》修正草案，以及攸關全國稅收分配的《財劃法》部分修
正
: 草案等案，列為討論事項前四案。
: 上午9點多，國民黨展開三路突圍，立委陳玉珍、徐巧芯等人分別配戴頭盔、手套展開
多
: 路突圍行動，現場爆發多起推擠衝突。其中一波衝突，藍委廖先翔飛撲上主席台後，與
民
: 進黨立委林淑芬發生扭打，並以剪刀腳鎖住對方頸部；另一頭，藍委葉元之遭綠委賴惠
員
: 壓制在桌上，雙方更互相潑水，多名立委全身濕透。衝突持續至10點40左右，由陳玉珍
擔
: 任主力，將綠委一個個從主席台移開，國民黨成功搶回主席台。
: 民進黨團為力阻法案通過，昨（19）日晚間破壞議場窗戶進入議場集結，今日一早再與
國
: 民黨立委爆發多起肢體衝突，場面十分混亂。而立法院外，由台灣公民陣線、經濟民主
連
: 合等民團號召「青鳥們」展開抗議行動，並高喊「退回三大惡法」、「回復國會民主」
、
: 「傅崐萁下台」、「國民黨下台！」、「停止開會！」等口號抗議。
: 今天10點40分，國民黨搶回主席台，場外青鳥非常激動，更有民眾昏倒送救護車，場面
混
: 亂。隨後，民進黨立委王世堅、許智傑等人，也紛紛到門口與民眾對話，民眾高喊「停
止
: 開會」，並試圖闖圍欄進入院區，警方不斷增加人力到立法院側門，強力制伏下才擋下
民
: 眾闖入。
: 5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
: https://news.tvbs.com.tw/politics/2724348
: 6.備註:
: 有沒有S
: S了沒
: 這群青瞑鳥  真的可憐~


工作是不是很難找？
拼到要送醫院
人家立委月領50萬拼命
你跟人湊熱鬧？？？

更何況背後的利益有多少誰知道
你在那邊青鳥衝撞，頭殼休起
底層的韭菜就是韭菜
幫身家幾億的人檯轎抬到送醫XD
笑死我了~~~

"
3192,[問卦] 唉 心情不太好,Gossiping,"早上密個人
到現在連讀都沒有

她可以跟別人嘻嘻哈哈的聊天
還笑的很大聲
就是不理我

我有那麼糟糕嗎
唉 心情不太好
還是乾脆洗她頻
給她一點教訓？

"
3193,[問卦] 誰能抗拒摸奶就可以出線領9萬,Gossiping,"我看過記憶最深刻的徵才職缺遴選大會
有兩個年輕人出線
最後其中一個不能抵抗摸奶下去了
剩下一個領9萬


既然最後都是要用摸奶子來遴選
為何不一開始就摸奶子來遴選？

現在一群人天冷又唱又跳在那邊起乩不是很沒效率
有沒有八卦？
https://i.imgur.com/jEGaobq.jpeg
https://i.imgur.com/6n5ykxu.jpeg
https://i.imgur.com/CtscJHi.jpeg

"
3194,[問卦] 204人登記發言1人3分鐘開會開得成嗎,Gossiping,"
午安呦~~

剛剛聽說大樓管委會發言登記了200多人

一個人好像可以講3分鐘

剛剛會議紀錄員在大廳痛哭

這樣還要活嗎

怎麼辦

要怎麼安慰他

這會開的成嗎

甘油八卦？
※ 八卦板務請到 GossipPicket 檢舉板實名詢問
※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。
※ b.一天只能張貼 ""三則"" 問卦，自刪及被刪也算三篇之內，
※   超貼者將被水桶，請注意!
※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。
※ d.未滿30繁體中文字水桶1個月
※   未滿20繁體中文字水桶2個月
※   未滿10繁體中文字水桶3個月，嚴重者以鬧板論，請注意！
※ (↑看完提醒請刪除ctrl + y)

"
3195,Re: [問卦] 台北捷運有贏深圳地鐵嗎？？？？？？？,Gossiping,"※ 引述《PRME (我的文最廢)》之銘言：
: 大家好，
: 小弟學店文組，
: 深圳地鐵是中國廣東省深圳市的城市軌道交通系統，
: 在YT上看到深圳地鐵的影片，
: https://youtu.be/vumRaZs6djQ
: 和台北捷運比怎麼樣？？？？？？？？？？
: 灣灣怎麼看？？？？？？？？？？？？？？？
台灣搭捷運不需要過安檢

台灣搭捷運不用被當賊

台灣捷運的廁所相對乾淨很多

光這幾點深圳地鐵就算再豪華10倍

一樣是體驗遠輸台灣捷運

"
3196,[問卦] 大奶低胸妹在哈爾濱冰雪世界不會冷嗎？,Gossiping,"大奶低胸妹在哈爾濱冰雪世界不會冷嗎？有沒有大奶低胸妹在哈爾濱冰雪世界不會冷嗎的
八卦？

https://www.threads.net/@kellybaby603/post/DDxNvK1RzJe?xmt=AQGzkI9fN4l3Z3gPo2p
UqxvsgjwXbhMeysB9Wr0uSrFobA





















※ 八卦板務請到 GossipPicket 檢舉板實名詢問
※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。
※ b.一天只能張貼 ""三則"" 問卦，自刪及被刪也算三篇之內，
※   超貼者將被水桶，請注意!
※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。
※ d.未滿30繁體中文字水桶1個月
※   未滿20繁體中文字水桶2個月
※   未滿10繁體中文字水桶3個月，嚴重者以鬧板論，請注意！
※ (↑看完提醒請刪除ctrl + y)

"
3197,[問卦] 許多故事有傷心的理由？,Gossiping,"RT

舉例來說台股連兩天大跌

和

青鳥大冷天還要衝立法院

實在太令人傷心了

一起在PTT發廢文不好嗎

有木有八卦？

"
3198,[問卦] 憾！三讀了之後要？！,Gossiping,"乳題啦

三讀了之後民主大崩毀，

請問接下來的行動是啥？

有人有辦法挽救民主嗎？

有卦咪有？0.0

"
3199,Re: [問卦] 小學五年級看A片是不是太早了？(*′,Gossiping,"越早越好吧
想當初我國一時，
還是個清純少男
雖說會口出奶子 雞雞
做一些38的動作，
有一天，不知道為什麼電腦內出現A片
拍攝方式記得是以男生的視角作為鏡頭，
地點好像就是男生家，
一開始很像夢想中，男女朋友的居家日常，
一起看電視、吃飯，後來躺著休息之類的，
之後，場景就到浴室了，
開始擁吻、親熱。
接下來的情節就不太懂了，
男生為什麼開始撞擊女生，
而女生也不閃不躲的給他撞，

年紀輕輕，根本就不知道裡面的人在做什麼好嗎

看了真的很不舒服。
我就關掉了影片，
打開SNK模擬器，開始玩格鬥天王了。
裡面的布魯瑪莉，還比較能夠挑起我的興致。

※ 引述《zoiagapo》之銘言
: 我小孩說他好朋友常看A片，上電腦課都查色色圖 (A片網站應該會被鎖，可能就性感的圖
)
: 嚇死我們夫妻倆了，很怕他被帶壞。
: 還好他都說那些圖很噁心。
: 畢竟他爸我上大學才被同學知道沒看過A片，讓我大開眼界的。
: 但現在小孩好像比較早熟，所以五年級看A片會太早嗎？
: 有沒有卦？
: (,,・ω・,,)
: (≧∀≦)ゞ
"
3200,[問卦] 黑毛豬梅花肉香腸1斤160塊該買了？,Gossiping,"過年快到了，怕到時漲價先買凍著

攤商在喊價啦

一斤160塊的黑毛豬梅花肉香腸

買到賺到，都是當天殺

攤子現買現做

大台北部地區，只有我這攤俗俗賣




1斤160塊的黑毛豬梅花肉香腸

cp極高？




"
3201,[問卦] 對岸可以訂製愛台灣T嗎,Gossiping,"乳提，為什麼會印有愛台灣的衣服是簡體字，
這樣對岸生產還會過審嗎？
就算是找對岸的設計師來做，
就不怕被刁大抓到殺頭嗎？
為什麼台灣會出現簡體字的愛台灣衣服，
大家有什麼卦嗎？

"
3202,Re: [新聞] 青鳥立院外怒推倒圍欄　沈伯洋喊「阻止,Gossiping,"不知道是在演哪齣

是在消耗年底預算嗎

就讓它過

然後再讓自己人宣判它違憲就好啊

到底是在忙什麼

"
