,標題,分類,內文
1090,Re: [新聞] 青鳥立院外怒推倒圍欄　沈伯洋喊「阻止,39330,"中華民國刑法

第 153 條
以文字、圖畫、演說或他法，公然為下列行為之一者，處二年以下有期徒刑、拘役或三萬
元以下罰金：
一、煽惑他人犯罪者。
二、煽惑他人違背法令，或抗拒合法之命令者。




我書讀得不多

請問刑法學者沈伯洋副教授

對群眾喊衝阿

是否構成煽惑犯罪呢?


"
1091,[問卦] 陳靖仇為什麼不喜歡小雪？,39330,"是這樣的
軒轅劍三天之痕結局
不管是小雪結局 還是玉兒結局
陳靖仇最在意的都不是小雪
因為失卻之陣會忘記最在意的人
兩個結局分別忘記 玉兒  跟師傅
到底為什麼陳靖仇不喜歡小雪呢？
明明善良 又有禮貌 長得又不差
到底為何？

"
1092,[新聞] 看不下去了！沈伯洋對著黃國昌大罵「戰神,39330,"1.媒體來源:
三立

2.記者署名:
政治中心／林瑞恩報導

3.完整新聞標題:
看不下去了！沈伯洋對著黃國昌大罵「戰神個屁啊」火爆畫面全流出

4.完整新聞內文:
藍白合作之下，將爭議十足《選罷法》、《財政劃分法》、《憲訴法》修正案三讀通過，
兩陣營過程中有多次零星衝突，除了民進黨立委王世堅說重話「今天是立法院30年來最大
的恥辱！」外，學者出身的立委沈伯洋也難忍怒火，當著民眾黨總召黃國昌的面開罵他「
戰神個屁啊」。

今（20）日稍早，民進黨立法院黨團（DPPcaucus）曝光多段立法院大亂鬥的過程，其中
一段是頭戴白色布條的沈伯洋對著黃國昌大罵「只敢說別人舉手輸啦」、「叫你講點東西
都講不出來喔」、「戰神個屁啊」、「不要戰就不會輸？」。黃國昌有些不以為然，僅回
道「是是是」，面對投票爭議冷冷地說「你們就投輸了啊」，也對著一旁的黃珊珊交頭接
耳，黃珊珊只是笑了一下沒有回應。

民進黨立法院黨團直言「面對黃國昌與國民黨聯手蠻幹三大惡法的輕佻態度，就連一向好
脾氣的Puma老師也忍不住爆氣了。」支持者也紛紛酸黃國昌「理想堅持不到十年就變成這
樣，真可悲」、「怎麼可以有人如此的面目可憎，可恥」、「應該找剋星王義川來支援」
。


5.完整新聞連結:

https://reurl.cc/qnV8l3


6.備註:
無



"
1093,[新聞] 立院多數擋民生法案！她嘆「真的會影響,39330,"
1.媒體來源:

三立

2.記者署名:

黃依婷

3.完整新聞標題:

立院多數擋民生法案！她嘆「真的會影響生活」：道理站哪人民看得很清楚

4.完整新聞內文:

立法院院會排審《選罷法》、《憲法訴訟法》、《財劃法》，國民黨、民進黨團雙方為此
爭論不休。對此，財經網美胡采蘋也呼籲「大家一定要冷靜」，且現在擋掉的法案很多跟
民生相關，真的會影響人民生活，「理性的說服、理性的主張，才能讓大家理解我們的權
利受到了哪些影響」。

胡采蘋發文，尋求憲政體制去解決問題，現在立法院多數擋掉的法案很多跟民生相關，真
的會影響人民生活，而道理是站在哪邊，人民看得很清楚，下一次選舉就能扳回，她強調
絕對不要有衝突行為，不要激化衝突，抗議是正當的，但是不要有進一步衝突。

胡采蘋指出，要說理、要說服，不要悲情，不要恐懼，台灣的情況是越來越好，而沒有越
來越壞，大家務必理性，一旦有過度的衝突發生，本來有理的狀況，都會因為手段過激會
使形勢逆轉，更無法說服人民，無法透過民主機制淘汰掉這些不適任的民代。

胡采蘋認為，理性的說服、理性的主張，才能讓大家理解權利受到了哪些影響，不然不會
被認同的，「拜託大家了，爭千秋，忍一時，多少台灣人的犧牲才能走到這裡，台灣的未
來真的就是在我們的肩膀上了」。



5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:

https://www.setn.com/News.aspx?NewsID=1582306&utm_campaign=viewallnews

6.備註:


"
1094,[問卦] 油壓剪進入場地有問題嗎？,39330,"少林足球不是有播過作為汽車修理員帶工具到足球場地不是合理嗎？
那麼助理是開鎖師傅帶油壓剪進去場地不是合理的嗎？
為什麼大家還要罵，人家是開鎖師傅帶工具合理啊

"
1095,Re: [問卦] 罷免票必須比之前當選多，不覺太離譜？,39330,"※ 引述《startwinkle (星爍思是說)》之銘言：
: 如題，我小草不是青鳥啦！
: 可以查我以前文章
: 大家都知道罷免的投票率都遠比選舉時低
: 但現在修法竟然要求罷免票要比當選票多
: 就事論事，這跟大法官實質廢死一樣
: 是實質在沒收罷免權嗎？
: 聽說全世界沒有國家是這樣搞的？
: 連署要附身分證影本，我覺得還ok
: 避免罷免團體拿到名冊就亂搞
: "
1096,Re: [新聞] 快訊／憲訴法三讀！　宣告違憲時大,39330,"如按新法，僅有8位大法官的憲法法庭已經喪失裁判憲法機關之間爭議的權力。
立法權和行政權的衝突再也沒有第三方仲裁的機會，直到雙方就大法官任命達成共識。

當然，即使沒有憲法法庭，普通法律位階的爭議自然沒問題（如果司法權還要一點面子了話
，司法院還是得根據立法院通過的法律審理案子，硬坳也得在有限範圍內硬坳）。
假設立法院再次通過國會聽證調查法案，在國會上作偽證的官員仍然要被移送法辦，不來聽
證會的人民仍然可以被罰款，因為已經沒有憲法法庭作出違憲判決。
（不知道我的理解正不正確：被判處違憲的法律再次被通過，在通過暫時處分或違憲判決前
應該仍然有效。）

我比較害怕的是未來雙方的鬥爭將越來越沒有底線。
強調一下，沒有底線的是雙方，無論民進黨、國民黨、民眾黨。

例如說，憲法增修條文第五條「司法院設大法官十五人，並以其中一人為院長、一人為副院
長，由總統提名，經立法院同意任命之。」
如果總統今天宣布直接指派他提名的候選人就任大法官和司法院正副院長，就算立法院氣得
跳腳「啊？我還沒有同意任命啊？」總統可以理直氣壯地說「不爽你提釋憲啊」。
這個例子有點極端，總統不太可能選擇這麼做，因為直接指派大法官明顯違反憲法，肯定丟
選票的（但考慮到隔壁韓國總統的白痴決定，不好說一定不可能  ）

又或是說，立法院直接修法「不需要全體法官一致決亦可對被告判處死刑」抵觸釋憲，就算
行政院和司法院氣得跳腳，也得執行立法院通過的法律。
按理來說，沒有違憲判決或暫時處分的法律應該需要被遵守的，一般法官必須以成文法為依
據且無權解釋憲法。

如果立法院說「總統跳過立法院任命大法官，所以我拒絕接受」藉此刪光了行政院的預算迫
使政府停擺，或是如果行政院直接說「立法院通過的法律明顯違憲，所以我拒絕接受」拒絕
編列任何立法院通過的法律規定的預算，基本上情況就失控了，因為沒有人要遵守遊戲規則
。

總統蠻橫獨斷，或是國會恣意妄為，實在都不是國家人民之福。

目前為止，雙方還稱得上理智，攻防尚在法律容許範圍內。
但如果未來任何一方翻桌，將無人有權居中仲裁。

如果真的沒了憲法法庭作為最終裁判，接下來將會發生什麼？
記住，這才第一年而已，還有三年呢。

————————————————————————————————————————

還不好說這次修法對哪一方更有利。

沒了釋憲權力，民進黨將不能阻止國眾兩黨未來任何修法。

就算司法院是民進黨開的，國眾兩黨沒了憲法法庭，如果未來行政院再次拒絕依法編列預算
（就像禁伐補償的事情一樣），他們也沒有任何辦法。

"
1097,[問卦] 縱觀歷史 有哪國人會對人民起義,39330,"不是啊
從小到大我看到的歷史故事
都是人民不滿當權者為所欲為才起義推翻
從來沒看過人民對著人民起義誒
世界是不是又跟不上東南亞糞島了
有八卦嗎

"
1098,[問卦] 搭捷運遇到不戴口罩狂咳嗽的怎辦,39330,"而且是站在你正前方

面對你狂咳那種

這種人是不是應該立法開罰啊

媽的 一點公共衛生素質都沒有

建議主管機關

分派警力各車廂巡邏 一經發現這種人

立即使用泰瑟槍 防熊噴霧

國民的素養不能等

"
1099,[問卦] Taiwan Bar是不是團隊出走了？,39330,"

今天看到便宜出的台灣少棒歷史影片，
想起以前曾經做出一系列經典台灣史的頻道Taiwan Bar，
搜尋一下發現觀看次數非常驚人，
點閱百萬YT的頻道居然會有這種數據，
是不是像木XXXX或上XXXX元老團隊都出走了，
還是現在YT景氣比阿共慘？


"
1100,[問卦] 雙螢幕的用途有哪些,39330,"
如題

最近想升級螢幕 但原本的螢幕還用的好好的

想說拿來搞雙螢幕或許不錯

大家都用雙螢幕做什麼事 分享一下

有沒有八卦

"
1101,[新聞] 台大新聞所假訊息認知調查：7成民眾曾使用AI 對假訊息,39330,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）
※ Yahoo、MSN、LINE等非直接官方新聞連結不被允許
自由

2.記者署名:
※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天
※ 外電至少要有來源或編輯 如:法新社
蔡昀容

3.完整新聞標題:
※ 標題沒有完整寫出來 "
1102,Re: [新聞] 立院多數擋民生法案！她嘆「真的會影響,39330,"像我們一般繳稅給政府這種沒感覺,靠政府標案或招待吃穿
的那些就很有感了

"
1103,[問卦] 如果無意間發現幫忙外送女外送員是偽娘,39330,"如題

如果不小心發現外送的女外送員

因為爬樓梯到6樓 有點露餡了

氣喘吁吁的在你家門口

各位30公分會怎麼做?

有卦嗎?

"
1104,[問卦] 選罷法為什麼可以改低不能改高-.-?,39330,"欸欸我不懂耶

選罷法7.8年前不是修過一次嗎

就是當時修完衍生出不少問題，現在才要滾動式修正

為什麼當時可以修，現在就不能修阿

好奇怪喔?

"
1105,[問卦] 48張選票如何投贏有51張選票的,39330,"
我朋友現在正在開會，
現在進行投票表決

我朋友那邊總共有54張選票，
扣掉主持會議的主席和副主席，
剩下52張選票。
一個今天去醫院開刀，
所以剩下51張選票，

途中三個人去廁所剩下48 張選票，
結果進行投票表決時，

竟然還贏了有51張選票的對方。
重點是，

還不是只有贏一次。是好幾次。XD






"
1106,[問卦] 詛咒真的能致人於死會怎樣？,39330,"詛咒
怨恨一個人到不行的時候
就會想要他去死

只要有人存在
詛咒就有多久

阿如果詛咒真的能殺人
那會怎樣？

"
1107,[問卦] 有沒有租2個女友左擁右抱的八卦？,39330,"是這樣啦
剛剛在IG上看到SWAG在推廣他的新活動【出租女友】
但他也沒說只能租一個
官方也都實際演示給你看了，租兩個左擁右抱
https://www.instagram.com/reel/DDzAHDWSSjV/
https://i.imgur.com/lw1IJU7.jpg

租女友也不是來陪吃晚餐或見家長的
就是專門來讓路人們瞎爛眼的，個人優越感大於解除寂寞的感覺

說實在我長那麼大，從來沒有看過左右各一個的
有租兩個女友的卦嗎？

"
1108,[問卦] 有現主時的懶人包知道在吵什麼嗎？,39330,"欸欸欸欸欸欸
現主時到底花生什麼事？
到底在吵什麼？
有懶人包可以看嗎？

"
1109,[新聞] 華為間諜行動曝光 偷拍竊聽巴拉圭台灣大,39330,"1.媒體來源:新唐人亞太台

2.記者署名:葉恩婕

3.完整新聞標題:
華為間諜行動曝光 偷拍竊聽巴拉圭台灣大使官邸

4.完整新聞內文:
https://imgur.com/MaQnPe2
華為間諜行動曝光 偷拍竊聽巴拉圭台灣大使官邸

【新唐人亞太台 2024 年 12 月 20 日訊】華為頻頻被爆出跟共軍關係密切，如今又爆出
，疑似在中華民國台灣的南美洲友邦，協助執行「特殊任務」。外媒報導，中華民國台灣
駐巴拉圭大使官邸，今年10月遭到偷，經巴拉圭警方調查，竟然是華為巴拉圭分公司派人
企圖監控官邸的通訊。巴國當局懷疑涉及中共間諜活動，檢察官已展開調查，首先鎖定今
年剛被巴國驅逐的中共外交官徐偉。

https://youtu.be/QywwUwX23f0

在官邸通報警察後，廂型車立即加速逃離。警方調查，該車登記在華為巴拉圭分公司名下
，駕駛是62歲的華為巴拉圭分公司員工杜爾特，而坐在車內拍照的男子具有「東方面孔特
徵」，當局懷疑全案可能與中共間諜活動有關。

巴拉圭外交部和警方已通知各國外交機構提高警覺，並加強台灣大使官邸及外交人員的安
全措施。檢察官卡瓦列羅也展開調查，首先向巴拉圭外交部索取剛遭驅逐的中共外交官徐
偉的所有資訊。

今年12月5日，徐偉聲稱要參加聯合國教科文組織會議，卻現身巴拉圭國會，煽動巴國放
棄台灣，改與中共建交。

中共外交部拉美司公使銜參贊 徐偉(2024.12.5)：「一中原則是一個政治原則，沒得談判
。」

巴拉圭隨即指責徐偉為「目的不明的滲透者」，將他列為「不受歡迎人物」，要求在24小
時內離境。

中華民國駐巴拉圭大使 韓志正(2024.12.6)：「我們不能容忍一個中國原則，這是一個不
存在的謬論。我們也不會容忍(中共)來這裡說，(中共)代表我們。」

新唐人亞太電視 葉恩婕 編譯

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.ntdtv.com.tw/b5/20241220/video/400247.html?

6.備註:

"
1110,[問卦] 有沒有朋友的FB帳號可能賣掉的八卦,39330,"各位好啊

最近 本宅發現一位自己以前的朋友的FB帳號
其實已經一陣子了
裡面的內容幾乎都是轉貼
政治相關追蹤文的文章

而且很明顯就是 偏 某個顏色

剛剛看了一下這位朋友以前的FB貼文
都算很正常
也沒有那麼多政治相關貼文

有沒有可能 帳號也被收購來做宣傳的八卦啊？
有人知道嗎

"
1111,Re: [問卦] 立委搞行政機構是不是該戒嚴了？,39330,"※ 引述《kingofsdtw (塔綠班)》之銘言：
: 一堆民粹立法不考慮到執行面
: 像是考察當然要講究排場陪喝酒
: 一堆立委沒當過業務以為業務喜歡喝酒？
: 一堆立委家裡都很小沒住過官邸，
: 開個冷氣20萬又不過分
: 是不是該戒嚴了？
:


老實說 我還蠻想看看戒嚴會是什麼樣子的
畢竟只在歷史課本看過 沒有真實見過

只要總統不要斷網路、不要斷海外連線
讓我可以上網看戲、繼續玩國際服伺服器的遊戲

我很想看台灣組出戒嚴軍 會是什麼光景！

之前韓國的事件 我總覺得韓國人大驚小怪
受過現代教育的韓國軍人 根本沒像以前光州事件亂打亂殺
連一個被打到住院的都沒有 目標只是抓國會議員而已
根本沒必要上街示威、把總統搞下台
而且韓國總統也沒斷網 不影響追劇、打遊戲

現在台灣戒嚴的條件已經具備了
只要行政院把立委三讀的那條 癱瘓憲法法庭的案子送出去
由總統公布後生效 就沒人管得了總統了

總統要組織戒嚴軍 去國會拿警棍 把在野立委揍一頓
也沒有憲法法庭 可以判總統違憲濫權了

至於其他2個案子 直接無視就好 不用公布 自然不會生效
也沒有憲法法庭 可以管行政院不理案子

所以我還真的很期待 明天就開始戒嚴
反正只要別影響到我的生活 只是去揍在野立委
那跟我完全沒關係

就像以前蔣氏政權 什麼228、湯德章、鄭南榕......
我家族身為安分守己的小老百姓 也沒受影響 沒人被殺

到時國會死人 我就是看戲 看笑話而已

所以 現在我要大聲說：
「我TEAM 戒嚴！」

"
1112,[問卦] 區間車上面躺著睡覺會被網路公審嗎,39330,"我的區間車誤點兩小時，我現在累到爆，12點之後才會到家QQ
如果我趁著人少，在上面躺著睡覺
我會被放到網路公審嗎？

"
1113,[問卦] 明年的關鍵字是啥鳥阿~怎麼都沒人討論?,39330,"鳥

啥鳥

非常鳥

真的很鳥

真他媽的鳥

宇宙超級世界無敵天上地下唯我獨尊川普鳥

天氣真的鳥

一隻懶鳥

小小烏

是烏

烏

"
1114,[問卦] 如果你有錢的話會下聘金嗎？,39330,"如果你是有錢人

聘金下個一百萬不痛不癢

就另一半要求的

這種情況你會下聘金嗎？

有沒有八卦




"
1115,[問卦] 重生到日本戰敗，當日本人還台灣人,39330,"如果有一天
你被大卡車撞到
重生回歸到日本戰敗那年
你或你的祖先正面臨當一個台灣人還是歸化日本
而你有一次選擇或幫你的祖先選擇
你會想當台灣人還是日本人？

"
1116,[新聞] 台中 復興商圈首辦年貨大街 傳異音,39330,"台中 復興商圈首辦年貨大街 傳異音

https://www.chinatimes.com/newspapers/20241219000607-260107?chdtv

04:102024/12/19 中國時報 李京昇 、台中

店家憂封街影響出入 主委稱僅管制交通

台中市豐原廟東復興商圈將舉辦年貨大街，因將封街辦活動，地方部分店家反對，廟東復
興商圈主委楊茂松18日強調，辦活動前有經過百家意願調查，僅8家反對，且屆時不會封
街僅有管制；市府經濟發展局則指，因地方意見不一，將舉辦協調會並在地方取得共識後
，再審查是否辦理活動。

豐原廟東復興商圈日前宣布，預計明年1月17日到2月2日農曆過年期間首次舉辦復興商圈
年貨大街，設置112個攤位，販售南北貨、特色小吃等，範圍涵蓋復興路、信義街、仁愛
街等路段。

消息傳出後，當地店家反應不一，有店家指出，慈濟宮建醮大典時，已經多天封街辦理市
集，人流都往臨時攤販流動，周邊有店面的業者生意大受影響，且要進出貨也不便，過年
若再封街，恐怕不用做生意。

也有店家表示，復興商圈沒落已久，很多店家紛紛倒閉，僅剩少數業者苦撐，若有一些大
型活動或市集，倒是樂觀其成，慈濟宮建醮辦理的廟西夜市就吸引不少人潮。

楊茂松說，復興商圈早期店家林立，每逢假日節慶，商圈總是車水馬龍，但這幾年大環境
景氣不好，許多店面待租或變成夾娃娃機店，商圈逐年萎縮，才會想首辦年貨大街。

楊茂松提到，這次構想是希望延續建醮大典熱潮，並有調查鄰近100間店家意願，逾9成商
家都贊同舉辦。針對封街疑慮，目前已規畫不封街改用管制，避免造成店家困擾。

市府經濟發展局商業科長洪青瑞指出，當地意見不一，反對主因是擔心封街影響出入，市
府將在下周舉行協調會，若地方達成共識，才會再審查是否辦理年貨大街。


https://images.chinatimes.com/newsphoto/2024-12-19/1024/B21A00_P_05_02.jpg
台中市豐原廟東復興商圈將舉辦年貨大街，但遭到部分店家反對，商圈主委楊茂松18日強
調，屆時不會封街僅有管制；市府經發局則指，因地方意見不一，下周將舉辦協調會。（
李京昇攝）

"
1117,[問卦] 剛下班的各位該去夜唱了吧,39330,"是這樣各位民主陣線朋友晚上好

我朋友 在現場，問說有沒有人要夜唱

今天不睡夜唱路邊拿手機揮舞夜唱島嶼天光

想十年前大家在路邊大合唱唱到都痛哭流涕

大家下班該去支援夜唱了吧???

重溫當年的感動!!

請鄉民不要忘了十年前的熱血!!

當年八卦一堆自動自發 捐物資 下班還去支援大合唱島嶼天光

"
1118,[新聞] 民進黨夜衝立院議場 韓國瑜「院長密令」,39330,"
1.媒體來源:
中國時報

2.記者署名:
丁世傑 、 鄧博仁

3.完整新聞標題:
民進黨夜衝立院議場 韓國瑜「院長密令」曝光

4.完整新聞內文:
為抗議國民黨團擬在今日立法院院會三讀通過《選罷法》、《憲法訴訟法》、《財劃法》
修法，民進黨團於昨（19）晚從側門拆下窗戶突破防線進入議場。而立法院長韓國瑜得知
消息後，也與院方人員沙盤推演各種因應措施，而韓國瑜的指令也在今日曝光。

民進黨團昨夜闖立法院議場，綠委鍾佳濱、王義川等人破窗而入、拆下議場窗戶，藍委聽
到聲響趕到現場，已經無法阻攔。

民進黨團總召柯建銘表示，在立法院長韓國瑜的配合下，藍白恐用極短時間強行通過《選
罷法》、《憲法訴訟法》、《財劃法》；因此，民進黨團不得不迅不掩耳，破窗進入議場
，先行佔領主席台，讓在前門的國民黨團不及反應，白排3天。

根據《TVBS》報導，民進黨團昨日晚間發動奇襲後，副祕書長立刻赴立院坐鎮，並且隨時
回報立法院長韓國瑜及祕書長周萬來等。立法院院方也一度沙盤推演，若20日上午鈴聲響
起會議開始，民進黨立委助理仍坐在出入口該如何處理。

韓國瑜要求，至少要讓立委們能簽到，立委如果要進入議場，駐衛警保六總隊必須予以協
助。

韓國瑜還強調，駐衛警協助立委進入議場，不能採取粗暴的手段，例如抬人、拉扯等行為
出現。但可用優勢警力架起人牆、身體阻擋等手段，讓立委能自由進出議場即可。

同時，不論是助理、黨團人員或媒體要進入議場，都須配戴院方核發的出入證，韓國瑜表
示，「委員助理我們也要尊重。」最後，民進黨立委的助理群在今早7時左右離開，並未
由駐衛警強勢排除。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.chinatimes.com/realtimenews/20241220004781-260407?chdtv

6.備註:
無。

"
1119,Re: [新聞] 快訊／憲訴法三讀！　宣告違憲時大法官人,39330,"你說到重點了

我們憲法第37條只寫「總統應於十日內公布」
「立法院法律案通過後，移送總統及行政院，總統應於收到後十日內公布之，」

但憲法完全沒說「總統若拒絕公布，且行政院不提覆議案」。到底要怎麼處理？

會玩文字遊戲的，說不定就用這招卡死你，讓你的法律執行不了

這不是我掰的

早在今年5～6月，在吵國會擴權案時，就有一些民間專家學者獻計討論過了

他們認為：總統是民選的，所以總統不應該只是乖乖公布法律
對於惡法，總統應該和大法官一樣有違憲審查權，所以總統可以故意不公布法律，來制衡國
會

以下是兩個例子
https://plainlaw.me/posts/can-president-refuse-to-promulgate-law
https://talk.ltn.com.tw/article/paper/1647642

只能說，就看聖上敢不敢而已

"
1120,[問卦] 剛看完統神影片我哭慘 下定決心減肥...,39330,"https://youtu.be/yOJ9ZBR1uQk?si=4h9-mdcm643IqxZn

先上影片...



剛看完統神影片

統神的毅力真的很猛

這場比賽不只是對蹦闆

是他對自己的挑戰

還有家人的愛與信任

教練的友誼與訓練

親友的陪伴與鼓勵

還有統粉的不離不棄



對輸贏我已不再關心

但統神真的感動到我

我看完影片直接哭慘

下定決心要減肥!

但剛哭得有點累打算先去吃個麻油雞暖暖胃

明天一定減肥!



大家覺得誰會贏?

有沒有卦?

"
1121,[問卦] 真的有人疫情後還沒出過國嗎？,39330,"※ 八卦板務請到 GossipPicket 檢舉板實名詢問
※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。
※ b.一天只能張貼 ""三則"" 問卦，自刪及被刪也算三篇之內，
※   超貼者將被水桶，請注意!
※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。
※ d.未滿30繁體中文字水桶1個月
※   未滿20繁體中文字水桶2個月
※   未滿10繁體中文字水桶3個月，嚴重者以鬧板論，請注意！
※ (↑看完提醒請刪除ctrl + y)
疫情後，我們這些窮人沒辦法去墾丁只好出國

有妹子跟我說疫情後還沒出過國的人很誇張很丟臉

疫情期間應該也存了不少錢，怎麼可能疫情解封兩年多的時間還沒出過國

而且去日本還比墾丁便宜

真的有疫情解封後還沒出過國的人嗎？

"
1122,[新聞] 柴山軍事碉堡予人噴漆 2个21歲嫌犯落網,39330,"公視新聞網 https://news.pts.org.tw/article/729503

柴山軍事碉堡予人噴漆 2个21歲嫌犯落網

發布時間：2024-12-18 19:15 更新時間：2024-12-19 12:48

https://www.youtube.com/watch?v=hT3iYiOSjuw

高雄柴山西海岸步道有一搭軍事碉堡，予壽山巡查員發現予人烏白噴漆畫圖，警察追查三
禮拜後，發現是兩个21歲的查埔人，趁無人時陣，紮一袋噴漆來破壞碉堡外觀。民眾認為
這款行為真無公德心，這馬兩个嫌犯也予掠，移送法辦。（此則新聞標題、導言、內文皆
為臺語文。）

行柴山步道來到上倚近海的西海岸，遮就是予人號做「柴山阿朗壹」的神祕所在，想袂到
邊仔這个七十冬歷史的軍事碉堡，予人噴甲五花十色，除了有烏色噴漆畫的各種圖案，嘛
用彩色噴漆寫英文字佮「我愛高雄」，來高雄的觀光客看著知名景點予破壞，嘛不止仔受
氣，表示「教歹囡仔大細」、「咱佇遮tshit-thô的時陣，伊予咱是一種真美麗的景色，
但是因為你的行為破壞這个環境」、「愛予伊處份一下，干焦罰錢無夠，愛有警告的作用
，無逐家攏會學」、「遮爾媠的風景，你共伊畫甲按呢足歹看，足無彩」。

壽山國家公園的巡查員佇11月底巡邏時，就發現碉堡予人噴漆，警方去調出柴山百外支監
視器，發現有兩个查埔人，對轎車落車，閣紮一袋物件行入去碉堡，真有嫌疑，頂禮拜就
佇桃園、高雄掠著這兩个21歲的查埔，佇其中一人厝內底，嘛揣著7罐噴漆罐仔，兩个少
年人攏移送法辦。

國家自然公園管理處副處長—黃淑菁表示：「因為碉堡伊有原本的功能佮原本的模樣，這
馬目前予人佇面頂烏白亂皂，紲落阮會處理予伊恢復原本的模樣。」鼓山分局嘛提醒，雖
罔碉堡目前是廢棄，毋過烏白亂皂是破壞國家自然公園設施的行為，違反國家公園法佮毀
損罪，毋但愛罰3000箍，上重閣會判兩年的有期徒刑。

記者 邱紹揚 高雄報導

盧元媜/編輯


"
1123,Re: [新聞] 快訊／憲訴法三讀！　宣告違憲時大法官人,39330,"有，四年以後換總統就可以直接把當年瀆職的行政官員通通抓起來。

前提是四年後要選上。

今天立法院的法案行政院不實施基本上就是瀆職，現在不能怎麼樣的原因就是因為總統任命
導致五院失衡，既然民進黨認為現在制度很好。

今天既然民進黨表演了一次行政院光明正大的瀆職，那四年後就祈禱不要選輸。

未來要是國民黨狗屎運執政，別跟我說中國民國制度很爛要抗議，中華民國的五權憲法可是
民進黨親自認證的好，連美國的憲法都比不上。


※ 引述《cocop0175 (2.98624)》之銘言
: 認真問一個問題
: 如果今天賴清德不補足人選
: 或人選國會不同意
: 導致憲法法庭一直處於8人以下的狀況
: 然後行政院完全不公布
: 也不實施立法院通過的法案
: 那要怎麼解決？
: 如果行政院的公文或命令
: 都不照新公布的法律執行
: 請問一下有除了憲法法庭以外的制衡方式嗎？


"
1124,[新聞] 噁男自稱小布替身　上床「偷拔保險套」,39330,"TVBS新聞

噁男自稱小布替身　上床「偷拔保險套」性虐9女被判16年

編輯 廖國安 報導
發佈時間：2024/12/20 17:51
最後更新時間：2024/12/20 17:51


英國一名36歲男演員，對外聲稱是好萊塢男星布萊德彼特（Brad Pitt）的電影替身，日前
卻因在2008年至2020年間，對至少9名女性施以身心虐待，遭判處16年有期徒刑。罪名包括
性侵、偷拍、「偷拔保險套（Stealthing）」等多達19項，其中偷拔保險套罪名成立，也成
為當地法庭的首例。

據《衛報》報導，蘇格蘭愛丁堡高等法院（High Court）18日的判決書指出，來自史特靈（
Stirling）的福特（Luke Ford）在12年間，透過交友軟體Tinder等管道認識至少9名女性，
並對她們進行性侵、毆打、勒脖、撞頭等暴力行為。此外，他還在性愛過程中偷偷拍攝裸照
，事後用以威脅受害者。

判決書還指出，福特與一名女子約會後發生性行為，該名女子要求他必須戴保險套，沒想到
福特竟偷偷拔掉，事後坦承自己並未使用保險套。還告訴受害者若懷孕「就吃藥或去墮胎」
，讓女方感到身心被徹底侵犯。這也是蘇格蘭首宗成立「偷拔保險套（Stealthing）」案件
，而偷拔保險套也已在多國被定義為「性侵」。

檢察官指出，福特的犯行極其惡劣，給多名受害者帶來長期創傷與痛苦，因此依照19項罪名
判處他16年有期徒刑，刑滿後還須再接受5年監管，並且終身列入性侵犯名冊。蘇格蘭地方
檢察署性犯罪主任帕克斯（Katrina Parkes）表示，此案突顯了對「Stealthing」零容忍的
決心，未來將持續運用各種工具來保障受害者權益。

英國目前已有2起「Stealthing」的成功判例，分別於2019年和今年初在英格蘭發生。有鑑
於此類案件通報不足，警方呼籲若有類似遭遇，應勇於提出告訴，切莫讓加害人逍遙法外。


https://news.tvbs.com.tw/world/2725057
https://cc.tvbs.com.tw/img/upload/2024/12/20/20241220174202-944a96c7.jpg
英國男演員自稱是布萊德彼特的替身。（圖／翻攝自 X PSOSEdinburgh）



"
1125,[問卦] Men’s talk？,39330,"欸！八卦板的各位阿伯們大家好！大家晚安！

肥宅我有位朋友，我都稱呼她芳姐啦，她最近跟我說，她的感情出了點小問題…

她說她男朋友，有個交情很好、無話不談的好友，因為他那好友住在淡水河邊，所以他們兩
個常常散步到河堤邊談天。

從白天聊到黃昏，再從日落西山聊到月出東山，這才甘願跟他的好友告別，然後再來跟芳姐
說他這一天是怎麼渡過的…

她男友跟芳姐說，這位朋友是在他人生低潮最沮喪的時候認識的，直到認識芳姐後，他男友
才整個不再沈默、滿心快樂。

芳姐覺得很奇怪，啊你有話可以來找我聊啊，愛人也可以是無話不談的朋友啊，也可以跟我
說你有多喜歡我啊。

芳姐問我，是不是你們男生有些話只會對朋友說，就這麼喜歡在淡水河邊聊men’s talk嗎
？

肥宅我眉頭一皺，覺得案情並不單純，俗話說的好，有異性，沒人性，但這案例似乎有點男
以啟齒，但又不忍拆穿，我該如何跟芳姐說？

呱？

"
