,標題,分類,內文
3328,[情報] Whoscall 一個月免費兌換,Lifeismoney,"兌換網址

https://redeem.whoscall.com/zh-Hant/

代碼：CTBCBRANCHQ2

代碼組成，看起來是中國信託通用碼

已測試兩個不同帳號都成功

"
3329,[情報] 拿坡里年中慶 大披薩/炸雞199 逢甲店,Lifeismoney,"
剛收到傳單5/23-6/5

又有大披薩和炸雞199元了

但不曉得是不是只有台中逢甲店

左下角有印店址。不限口味就是讚

https://i.imgur.com/rEks1f4.jpeg

https://i.imgur.com/q62DAR8.jpeg


是說炸雞和加價的咔滋雞腿有什麼差別啊

只是全給雞腿嗎？

"
3330,[情報] ［情報］UCAT泌尿化毛貓糧 222元,Lifeismoney,"買來給我家主子化毛用
推薦給需要的人

https://reurl.cc/704Vk5

比價後
https://i.imgur.com/zERvWom.png
"
3331,[情報] 全家fun心早鳥取件優惠～6/24,Lifeismoney,"全家有早鳥取貨活動~
最近有在這幾個地方買的，記得早點去取貨有5塊紅利金可以領
(這次看起來沒有消費限制囉

https://imgur.com/RgreKuv.jpeg

感覺在這月底前領貨的484最划算?
連50塊購物金跟5塊的可樂果酷碰券，這些沒意外也都有吧?



活動：包裹到店第2天前完成取貨，送全家紅利金5元

時間：5/22-6/4

參加對象：
好賣+(常溫/冷凍)、屈臣氏蝦皮賣場、生活市集(常溫/冷凍)、pazzo、meier.q、
mercci22、mouggan、UR living、nagumo miyuki



"
3332,"[情報] SAMSUNG Galaxy M14 5G 4G/64G $4,499",Lifeismoney,"https://reurl.cc/xav5V1

這台應該算是還堪用的中低階手機
搭配最高20%回饋
扣下來約3600(回饋都有拿滿的話)

4499*0.04 = 179.96
4499-180 = 4,319
( 單買一間店 )

4499*0.20 = 899.8
4499-900 = 3,599
( 湊滿四間店 )

"
3333,[情報] Y拍5月下單贈6月7-11免運券,Lifeismoney,"五月免運日11、22限定！下單再贈六月會員專屬免運券
https://reurl.cc/Wxxe0k

．活動時間
2024/05/11、2024/05/22

．活動辦法
活動期間(5/11、5/22免運日）內於Yahoo奇摩拍賣(包含Web＋App)下單，單筆訂單金額滿$1
99(不含運費)，選擇7-ELEVEN超商取貨付款成功者，即享有六月7-ELEVEN會員專屬免運券運
費抵扣$60元的優惠。

．六月會員專屬免運券特別說明
1. 若您符合活動資格，系統將於2024/06/03自動歸戶會員專屬免運券至您的拍賣帳戶，不需
另外登記。
2.符合運費優惠的訂單：配送方式選擇7-ELEVEN，且該筆單筆訂單金額滿$199元（不包含運
費），並成功完成取貨付款之訂單。
3.六月免運券發放使用期間為2024/06/03 12:00 - 2024/06/25 23:59止，每拍賣帳號限使用
1次，每筆訂單運費補助上限NT$60。

．會員專屬免運券使用辦法
您可於拍賣APP首頁、購物車頁面或任何商品頁面看到待使用的免運券(請參考下方圖示)，六
月份發放的免運券使用期限為2024/6/3 12:00 - 2024/6/25 23:59，超過使用期限恕不補發
並不得要求提供等值金額。

https://reurl.cc/MOOYLv

等於多送一次免運的意思
不過不知道6月還有沒有11、22的免運日

"
3334,[情報] 卜蜂食品端午活動_6月10日,Lifeismoney,"

進入官網點選端午活動
https://www.cpfoods.com.tw/
https://i.imgur.com/TBZqzZ7.jpeg

獎項有豬腳、紅利變數100-1500點不等
https://i.imgur.com/eJ9T16B.jpeg

我得到豬腳一盒
https://i.imgur.com/CKgUFvs.jpeg

"
3335,[情報] 綁定Line發票管家 抽最高100P,Lifeismoney,"https://i.imgur.com/hsbQaqq.jpeg

活動期間

2024/5/21（星期二）10:00 – 2024/5/31（星期五）23:59（台灣時間，下同）

任務獎項說明

LINE POINTS 100點- 88份

LINE POINTS 88點- 380份

LINE POINTS 8點- 2,800份

LINE POINTS 1點- 8,800份

邀請好友參加綁定活動
好友跟自己都能另外拿
LINE POINTS 5點（最多5位）
"
3336,[情報] 施華蔻咖啡因洗髮露一罐$187,Lifeismoney,"https://i.imgur.com/9QIFgBG.jpeg
公司貨平均一罐$187這價格很不錯
https://reurl.cc/0v4bqb
再送Persil抑菌防蟎洗衣凝露
https://reurl.cc/DjKM2R

德國咖啡因洗髮露Alpecin和施華蔻
這兩牌我都用過
油頭我是建議買施華蔻
去油效果比較好

"
3337,[討論] 全聯標價錯誤沒現場反應只能吞嗎?,Lifeismoney,"省錢板上多篇討論全聯標價問題應該可以問吧
https://i.imgur.com/yFLgk40.jpeg


全聯標價錯誤如果差個10幾塊就算了

今天去買廚房紙巾，買架上特價的 99元紙巾

https://i.imgur.com/uNWvCuh.jpeg

用全支付快速結帳，臨走之前覺得金額大離譜

一查發現特價品被加價 77% 來到 175

https://imgur.com/0fUkJhK


現場跑回去裡面拍照標價牌跟店員反應

才用現金退價差76元，想省錢差點虧大

全聯標價牌更換頻率很快，如果沒當場反應

之後標價牌被換是不是就沒法退錯誤的價差了?

"
3338,Re: [討論] 全聯標價錯誤沒現場反應只能吞嗎?,Lifeismoney,"幹 看了那篇我打開我的PXPAY檢查

發現我5/19那天買的雞蛋被刷了兩次

https://i.imgur.com/vXwtNYK.png

如果只是價錢我可能還不一定看得出端倪
兩盒雞蛋就太過分了吧，怎麼可能

這種隔了好幾天去反應它們會退嗎?

"
3339,[情報] momo雞胸肉 (卜蜂) 2.7kg*4 1888元,Lifeismoney,"https://imgur.com/7royHFx

 6包固定都2.7公斤

 去皮清雞胸肉真空6包620 元      換算每100克約23.0 元+-10%
 去皮清雞胸肉真空6x2組1180 元   換算每100克約21.9 元+-10%
 去皮清雞胸肉真空6x4組1888 元   換算每100克約17.5 元+-10%
 雞棒腿-切塊真空6連包組620 元
 雞胸.棒腿切塊.雞翅6x2組1011 元
 雞胸.棒腿切塊.雞翅6x4組1888 元

 可以再搭配 玉山 熊卡在折3%

 要補充蛋白質的可以考慮一下  直接買4組

 樓下噓 沒黑胡椒 要暴怒了

"
3340,[情報] Aisayo暑假早鳥優惠,Lifeismoney,"5/22-6/22於 AsiaYo App 預訂住宿或行程
輸入專屬折扣碼，可享最高6.6%折扣

國內住宿+露營 滿$3,000 折 $200
日韓泰住宿 滿$5,000 折 $250
團體旅遊 滿$20,000 折 $500
郵輪行程 滿$50,000 折 $700

分享給暑假有要出遊的人

https://i.imgur.com/ysNa0X1.jpeg
https://i.imgur.com/X61HHR2.jpeg

"
3341,[情報] MOMO麥當勞豬肉滿福堡加蛋+薯餅58,Lifeismoney,"14:00 MOMO又偷賣麥當勞豬肉滿福堡加蛋+薯餅58元了，
現在還有，有需要的人趕快入手喔，慢了就沒有了！！！
https://momo.dm/rYMIJj
"
3342,Re: [討論] 全聯標價錯誤沒現場反應只能吞嗎?,Lifeismoney,"
全聯的標價不能完全參考
所以有時候還會刷到比標價便宜
但大部分都是買貴居多
因為時常是看到有優惠才買結果發現沒有…

比較麻煩的是什麼任選折扣的
標價又太小不會把所有商品款式寫進去
昨天就遇到樂事洋芋片起司口味就沒折扣
原味海苔之類就有
明明之前也是類似的折扣活動和價錢但是全款式…
還有遇到的是魔爪一系列
有的是兩瓶折扣 有的是四瓶折扣
然後那個特價標價寫一半後段名稱就被裁掉
還需要自己去刷pos機對才能知道怎麼搭==


不過遇到全聯最賭爛的是 有優惠活動也不講
大家都心照不宣知道買一送一都是漲回原價在折扣
然後這些商品一般都會放在離櫃檯近的顯眼處
我家老人就有一次買食用油隨手拿了一瓶
那瓶結果是有買一送一的
結完帳也沒告知
就傻傻用比平常還貴的價錢買了只有1瓶回來……

大賣場某些都有查價機器
如果全聯有的話至少還能先刷看看線上到底有沒有特價或優惠 當然這個需要跟pos系統連動
不然全聯標價不依 有些商品甚至沒有價格標籤(？
真的對於購物精打細算價錢很麻煩
而且人力又搞精簡 櫃檯一直要支援收銀
搞得刷完結帳後
對帳有問題要刷退等待又要花很長時間。


只能說希望全聯愈來愈好
不然也不想刁難那些領最低薪資的員工
我看店員妹妹沒幾個月就換一批新面孔…

"
3343,[情報] 三花毛巾底運動襪12入$599,Lifeismoney,"毛巾底12入特價$599的是隱形襪和超隱形襪
https://reurl.cc/mMy2EG
https://reurl.cc/YEqby4

一般短襪也有特價$599的 但就不是毛巾底
https://reurl.cc/Kel5NR
https://reurl.cc/WxNgl5
https://reurl.cc/Ej6ykn

運動和走路的話我是覺得有毛巾底比較好穿啦

"
3344,[情報] 全家原萃6瓶105送桌曆,Lifeismoney,"剛去全家繳費看到的活動
馬上上網看照片覺得桌曆還滿有zakka風的，
剛好最近有以茶代咖啡的需求，決定來抱6瓶和贈品回家。
目前全家原萃“日式綠茶”第二件10元，是最划算的選擇。
所以一共花了(25+10)*3=105元
得到了以下組合：
https://i.imgur.com/S4GRZNw.jpeg
(怎麼擺起來有點像梗圖)

打開來看看：
https://i.imgur.com/28WBJTt.jpeg
桌曆是木質的，配色是深綠和白色，
設計是小巧的萬年曆，造型像個小櫃子
(7.2*6.5*3.5，單位公分)
桌曆上沒有原萃的logo
桌曆附有代言人舒淇和茶杯兩種立牌，也是木質。
裁切得不太精準，舒淇的右臉消失了@@
不過我不是衝著舒淇買的就算了~~

因為不打算插立牌，
所以我拆了一個長尾夾的鐵絲裝在立牌的插孔。
https://i.imgur.com/qLoeE8y.jpeg
把桌曆改成memo夾或暫時掛髮圈/鑰匙

另外原萃要選金蓋，有官方集點活動喔！

"
3345,[情報] 遠百信義A13即期食品、禮盒半價,Lifeismoney,"不知算不算省錢
台北遠百A13 B3樓層有一區賣各種食品
其中一櫃(正對辻利茶舗)是惜福專區，全部5折
但上面沒寫5折，是店員主動說才知道

目前有喜來登飯店、查理布朗、Paul、集元果、英記、滴紅豆等各式品牌
大多是禮盒，但有時好像也有一般食品
東西常換，看起來都蠻吸引人
另外超市也常有即期品出清
有興趣的可以去逛逛

"
3346,[情報] Line禮物優惠券，美食餐券滿500折100元,Lifeismoney,"https://liff.line.me/1429440178-lwY6XWYD/coupons
領券購買500元以上餐券就可以折100元
適用的餐廳還蠻多的~像是王品 饗食天堂 海底撈
拿來買西堤餐券感覺還蠻划算

"
3347,[情報] mizuno 520偷殺,Lifeismoney,"
mizuno 5/20全館一日限定下殺8折
重點門檻只要$520就可以直接再打8折

上次3月那波就是猶豫了一下，
尺碼就瞬間被搶光了
這次可以把握
https://reurl.cc/pr2o6r
https://reurl.cc/9vvx3x
https://i.imgur.com/heeLbMm.jpeg

6折特價是$909，8折折後=>$727/件，
用APP購買再賺點數

想撿便宜的朋友可以去看看
https://reurl.cc/Vzz7m6

"
3348,[情報]524台南捐血送全聯300/600+牛肉湯肉燥飯,Lifeismoney,"https://www.facebook.com/share/p/67BEev6YFELeUobu/
https://i.imgur.com/a7nXC9I.png

524台南捐血送:
1.全聯禮券300/600
2.沐浴魯、洗髮精、鍋燒意麵
3.牛肉湯、肉燥飯滷蛋吃到飽

捐血地點：
1.成功路86號廟前廣場
2.北安路一段183號

牛肉湯地點：
文賢路191號

時間：
5/24 10:00~18:00

注意事項：
送完為止

"
3349,[情報] 星巴克 夏日數位體驗 5/22(三)-6/8(六),Lifeismoney,"https://event.12cm.com.tw/starbucks/campaign/summer_paradise/

活動辦法：
5/22(三)-6/8(六)一起完成數位體驗遊戲，可獲得限定的專屬優惠。

加碼活動：
一起分享美好咖啡旅程，於數位體驗遊戲介面，使用單一帳號分享3次給好友，即可獲得隱
藏版驚喜優惠券乙張，兌換期間為獲券日D+2。

活動期間：
5/20(一)、5/22(二)預領券，兌換期間為獲券日D+2，最後兌換至6/10(一)，每日兌換時間
為11:00-20:00。

今天就可以玩，跟上次26周年一樣。

"
3350,[情報] icash Pay x萬波島嶼紅茶 20%回饋,Lifeismoney,"icash Pay X 萬波島嶼紅茶 支付即享20%回饋
https://www.icashpay.com.tw/advertMessage/view/id/996
https://i.imgur.com/sb3B7VU.jpeg

活動期間：2024/5/17 ~ 2024/6/16

活動說明：
20%回饋(以下簡稱「本活動」)：
活動期間以icash Pay於萬波島嶼紅茶門市消費不限金額享交易金額之20% OPENPOINT點數回
饋，活動期間每戶回饋上限40點，活動總贈點上限10萬點。

新戶加碼：
活動期間內首次註冊icash Pay之新用戶，註冊當月使用icash Pay交易之「首筆」1元(含)
以上之消費金額，可享該筆金額100% OPENPOINT點數回饋，活動期間每戶回饋上限100點，
每戶限回饋乙次。

銀行加碼：
活動期間內每周五~週日搭配指定銀行支付方式於指定餐飲通路消費單筆滿150元(含)以上，
加碼贈OPENPOINT點數10%回饋，每戶每月回饋上限150點。

"
3351,[情報] 全家app週週搶好康 歐蕾買1送1,Lifeismoney,"https://www.facebook.com/share/Hpf5XNqeUUeFFpAp/

【週一 no blue    #買一送一 】
  週週搶好康

 再睡5分鐘日安紅半半歐蕾
  買1  送1

 再睡5分鐘淺焙烏龍歐蕾
  買1  送1

現在快到全家APP優惠趣搶優惠！
限時限量 快快快，出發搶券
https://shorturl.at/maP1j

 #全家FamilyMart


"
3352,[情報] 全聯隔日達 老朋友$499-80 $999-200,Lifeismoney,"收到簡訊，20號老朋友會員日折價券


這次有兩張，499折80跟999折200
https://imgur.com/b8DVWbM

爬文看跟上個月比起來499少折20
但是多一張999折200

一樣是有分眾，可看看有沒有收到簡訊
https://imgur.com/Oihxg2y

"
3353,[情報] icash pay×迷客夏回饋15%,Lifeismoney,"
消費即享15%回饋：
活動期間以icash Pay於迷客夏線上訂餐消費不限金額享交易金額之15% OPENPOINT點數回饋，活動期間每週每戶回饋上限40點，活動期間總贈點上限20萬點。

新品加碼5%回饋：
活動期間以icash Pay於迷客夏線上訂餐消費指定新品，再加碼享指定新品交易金額之5% OPENPOINT點數回饋，活動期間每週每戶回饋上限10點，活動期間總贈點上限5萬點。
活動加碼新品商品 : 鳳梨康波綠、鳳梨康波青、粉綠豆鮮奶冰沙、夏日莫西多

新戶加碼：
活動期間內首次註冊icash Pay之新用戶，註冊當月使用icash Pay交易之「首筆」1元(含)以上之消費金額，可享該筆金額100% OPENPOINT點數回饋，活動期間每戶回饋上限100點，每戶限回饋乙次。活動詳情。

銀行加碼：
活動期間內每週五~週日搭配指定銀行支付方式於指定餐飲通路消費單筆滿150元(含)以上，加碼贈OPENPOINT點數10%回饋，每戶每月回饋上限150點。



"
3354,Re: [情報] 國泰優惠 養樂多 1點,Lifeismoney,"養樂多有補貨了 不確定上次換的可不可以再換，各位可以試試
https://i.imgur.com/QJKiz2q.jpeg

**看來只能換一次，沒換過的趕快換起來
"
3355,[情報] 奇摩App 1萬瓶養樂多可兌換,Lifeismoney,"奇摩App，有一萬瓶養樂多可以兌換喔！
請大家記得去兌換。
https://i.imgur.com/VOyg5QE.jpeg
上個月20號，不知系統是否異常，我無法兌換成功，
但這個月很順利成功了。

"
3356,[情報] 奇摩app 1萬瓶養樂多能換,Lifeismoney,"更
拍謝沒注意到OP 麻煩版主協助刪文感謝

https://i.imgur.com/N1z8d3W.jpeg
20號又來了
發現兌換時間變長到26號了
猜測是因新條件是要登入10天才能換= =
有需要換的注意一下

"
3357,"[情報] 安納塔拉住宿優惠券4,000元",Lifeismoney,"
Richart Life APP優惠券專區
可領住宿券預訂省4,000元

詳細如圖


https://i.imgur.com/ale3iS0.jpeg

"
3358,[情報]momo麥當勞豬肉滿福堡加蛋+薯餅58,Lifeismoney,"
   momo麥當勞豬肉滿福堡加蛋+薯餅58元
   16:00開賣,但現在還有~~
   果然下午比較沒人買
   https://imgur.com/a/en4m3AW

"
3359,[情報] pchome義美乳清送brita濾水壺,Lifeismoney,"平常買這款乳清特價最低單盒大約300上下
這次6盒賣2099但有送價值1000的濾水壺
算是用300左右get到水壺
https://imgur.com/a/pE691QF

"
3360,[情報] 國泰優惠 SOGO面額1000 = 900點 (分眾),Lifeismoney,"剛剛收到推播換了兩張

找不到連結可以提供，好像是分眾的。

https://imgur.com/aVhWTJT

大家自己注意一下推播~

"
3361,[情報] 5/20當日限定，金色三麥內用送 瘋蜜啤酒 350ml杯裝啤酒乙杯,Lifeismoney,"https://www.facebook.com/photo/?fbid=853447843480131&set=a.706295458195371
@ 金色三麥

問題：520還可以有什麼儀式感？
1. #我愛你 ......大家一定都會說
2. #就職典禮 ...... 全民關注
3. #世界蜜蜂日 ...... 哇！保育生態超特別

「全球近九成開花植物、超過七成糧食作物都仰賴動物或昆蟲的授粉」
金色三麥正視蜜蜂消失的危機，20週年紀念款瘋蜜啤酒特別使用爆量150％的龍眼蜜，以
量來支持友善土地的蜂產品，並鼓勵養蜂業復育蜜蜂的生活環境！同時帶給大家更濃郁與
芬芳的進階版酒款品飲

嘿！原來520可以更有意義
在這重要的日子選最有意義的方式共度～～
與心愛的他／她一起來喝甜蜜蜜的 #瘋蜜啤酒
保護授粉生態，守護植物與糧食的生長環境
今年520，我們一起讓世界更美好

5/20當日限定，至全台金色三麥內用消費即可免費獲得
#金色三麥20週年紀念版瘋蜜啤酒 350ml杯裝啤酒乙杯
金釀酒友與麥粉再送新品下酒菜 #青花椒德式香腸 乙份
※限內用消費並使用電子票券兌換，優惠不併用
※每位會員限兌換乙杯，需年滿十八歲才能享有
※50人以上大訂不適用

加入會員 https://supr.link/Wr3py
活動詳情 https://supr.link/kmm8Q
立即訂位 https://supr.link/QitZg
#WorldBeeDay #會員日 #20週年紀念版 #520免費送 #瘋蜜啤酒 #我喝的不只是蜂蜜 #授粉生態 #復育蜜蜂
#ESG #守護生態 #金釀酒友
#為歡聚而誕生 金色三麥

單桌不限兌換一杯啤酒。

========
活動可和 #1cGRqIzz (Lifeismoney)，一起使用(內用單點一份餐點)。
需出示紙本發票、紙本銷貨明細。
┌─────────────────────────────────────┐
│ 文章代碼(AID): #1cGRqIzz (Lifeismoney) [ptt.cc] [情報] 金色三麥會員5/14- │
│ 文章網址: https://www.ptt.cc/bbs/Lifeismoney/M.1715584274.A.F7D.html     │
│ 這一篇文章值 7 Ptt幣                                                     │
└─────────────────────────────────────┘

https://www.facebook.com/photo?fbid=846716530819929&set=a.706295458195371
5/14-5/31金色三麥會員持5月份「通路購買的2瓶瘋蜜啤酒350ml紙本發票」，
加上會員系統發送的「德式豬腳電子兌換券」，到全台金色三麥餐廳內用，
即可兌換「德式豬腳」乙份！
※UMAMI金色三麥不適用

========
https://law.moj.gov.tw/LawClass/LawSingle.aspx?pcode=G0330011&flno=37
「禁止酒駕」
「飲酒過量，有害健康」

"
3362,[情報] 爭鮮｜爭鮮PLUS ～5/31(五)內用限定，干貝/甜蝦/燻鮭增量,Lifeismoney,"https://www.facebook.com/photo/?fbid=875889244574523&set=a.495248299305288
@ 爭鮮 facebook

【爭鮮迴轉壽司|爭鮮PLUS】 #加量不加價#限時活動
粉絲的期盼，爭鮮都收到了
即日起-5/31(五)#內用限定 超划算加量不加價活動開跑

#北海道厚鮮干貝 1+1貫優惠$60(原價$120)
#柚香檸檬甜蝦 增量50%優惠$40(原價$60)
#醬香洋蔥燻鮭 2+1貫優惠$40(原價$60)
#不限平假日 吃好吃滿，趕緊相揪爆吃一波

最近門市看這邊：https://supr.link/SCQfx
爭鮮保留活動解釋及隨時變更、修改與終止之權利

#爭鮮迴轉壽司 #爭鮮PLUS
#北海道 #干貝 #甜蝦 #燻鮭 #壽司 #優惠

"
3363,[情報] Line禮物購買星巴克指定商品滿百可折35元,Lifeismoney,"
領券購買指定商品就可以折抵35元
https://i.imgur.com/PalIrLM.jpeg
用最低價的星享券來算，用65元就可以買到110元的飲料
活動連結在這，和大家分享
https://giftshop-tw.line.me/coupons
"
3364,[情報] 台南 nike 5/19全館7折,Lifeismoney,"台南市中西區民族路二段153號1樓

https://i.imgur.com/S34Cu0f.jpeg


"
3365,Re: [情報] 茶籽堂免費小樣索取宅配（限量）,Lifeismoney,"https://i.imgur.com/71R12Ef.jpeg
剛剛滑IG看到的
有填寫申請表單的人都會拿到
大家再注意信件了～

※ 引述《dong08111 (雞蛋豆腐人間美味)》之銘言：
: https://www.surveycake.com/s/byGVx
: 5月份也有喔
: 限量600份
: 填寫表單索取
: 不知道滿額的話表單會不會關閉
: 反正填看看囉
: 上次有推文回報不是宅配而是掛號
: 是我說錯了，不好意思

"
3366,[情報] 全家 05/22~05/26 限時優惠,Lifeismoney,"【活動名稱】：會員限時優惠

【便利商店/廠商名稱】：全家

【活動時間】：2024/05/22~2024/05/26

【活動內容】：
https://i.imgur.com/1JV7jmp.jpeg
https://i.imgur.com/5cXe0LG.jpeg
https://i.imgur.com/qLCTvmC.jpeg
https://i.imgur.com/6cK8rpa.jpeg
https://i.imgur.com/nZfvKpG.jpeg
https://i.imgur.com/y5VaVFG.jpeg
https://i.imgur.com/9i6Dx5D.jpeg
https://i.imgur.com/IflB9CW.jpeg
https://i.imgur.com/rjiAgGt.jpeg
https://i.imgur.com/T1BVrwB.jpeg
https://i.imgur.com/KWkZMcG.jpeg
https://i.imgur.com/qD6d40U.jpeg
https://i.imgur.com/yoBo6IN.jpeg
https://i.imgur.com/parNLCz.jpeg
https://i.imgur.com/K2R3VoS.jpeg
https://i.imgur.com/6etuiPG.jpeg
【未滿十八歲禁止飲酒】
【飲酒過量，害人害己】
【酒後不開車，安全有保障】

"
3367,[情報] BOTANIST 植物性洗髮精+1元多一件,Lifeismoney,"加一元多一件，
496/2
等於平均一件$248
蠻划算的，一次買兩瓶應該也還好
就留著用
https://reurl.cc/nNNYD6

"
3368,[情報] 全聯週末買一送一,Lifeismoney,"https://i.imgur.com/EHoJWlT.jpeg

全聯週末限定買一送一，

最近幾個月的都很普，

不過這週 士力架 花生巧克力隨手包（22入）還不錯，

比較過網購最低差不多是@8左右，

剛剛去買到期日是10月也還能接受，

分享給有興趣的鄉民朋友


"
3369,[情報] 星巴克5/20.21買一送一（有星冰樂）,Lifeismoney,"夏日推薦指定品項 好友分享日

2024/5/20(一)-5/21(二) 11:00-20:00至全台星巴克門市，購買兩杯特大杯/冰熱/口味皆
一致的指定品項飲料，其中一杯由星巴克招待。

指定品項好友分享活動品項如下:
摩卡可可碎片星冰樂、焦糖可可碎片星冰樂、香草星冰樂、特選馥郁那堤、焦糖瑪奇朵、
美式咖啡、冷萃咖啡、夏日冰柚冷萃咖啡、玫瑰蜜香茶那堤、醇濃抹茶那堤、經典巧克力
、蜜桃茉莉風味青茶。

1.每人每次至多買二送二，飲料限當場一次領取。
2.優惠品項依各門市現貨為準，活動品項：摩卡可可碎片星冰樂、焦糖可可碎片星冰樂、
香草星冰樂、特選馥郁那堤、焦糖瑪奇朵、美式咖啡、冷萃咖啡、夏日冰柚冷萃咖啡、玫
瑰蜜香茶那堤、醇濃抹茶那堤、經典巧克力、蜜桃茉莉風味青茶，不包含罐裝飲料、典藏
系列咖啡、手沖、虹吸式咖啡及含酒精飲料；不包含罐裝飲料、典藏系列咖啡、手沖、虹
吸式咖啡及含酒精飲料。
3.原價購買與享有優惠折扣之飲料如更換需加價指定品項植物奶皆需收費。
4.折扣、優惠、兌換星禮程回饋與優惠、各行銷活動恕不合併使用。
5.本活動不適用於車道服務、外送外賣、電話預訂與行動預點服務；其他不適用門市如下
:松山機場、松機T2、一航廈3F、新二航廈B2、二航廈4F、二航廈5F、二航廈D3、二航管
制4F、小港國際站、青埔、六家、烏日、苗栗高鐵、彰化高鐵、雲林高鐵、嘉義高鐵、台
南高鐵、左營高鐵、南港車站、南港高鐵、松山車站、台鐵一、板橋車站、中壢休息站、
湖口休息站、西湖休息站、泰安南、泰安北、南投休息站、西螺、東山休息站、關廟南、
仁德南、仁德北、古坑休息站、草山、花蓮和平、洄瀾、宜蘭頭城、福隆觀海、清境、日
月潭、中埔穀倉、奇美博物館、墾丁福華、海生館、花蓮理想、龍門、101典藏。

資料來源：星巴克官網
https://www.starbucks.com.tw/stores/allevent/show.jspx?n=3870

這次總算聽到鄉民的聲音了，後天喝起來！

"
3370,[情報] 夏普耗材五折 Cocoro Life,Lifeismoney,"https://www.cocorolife.tw/more/1/3294
夏普的Cocoro life購物網
目前耗材類全部五折
剛剛看了一下總共有五張五折券
可以趁便宜先買好濾網放著
要在購物車選擇折價券才會顯示五折價

"
3371,[情報] line point +1,Lifeismoney,"https://i.imgur.com/jijMqic.jpeg
"
3372,[情報] Acer 無線藍芽耳機 $499,Lifeismoney,"https://reurl.cc/oRRY8g

耳掛設計，重量頗輕，
主打輕巧便宜
音質大概就那樣

以品牌耳機來說$499 +711免運
也沒啥好嫌
https://i.imgur.com/FUApgXi.jpeg

"
3373,[情報] 全家 pocky香蕉棒 110盒989元,Lifeismoney,"https://i.imgur.com/82nDEYW.jpeg

10盒99

可以用折價券1000-100

要買11組才超過1000

算下來一盒20g 9元

因該還算便宜

"
3374,[情報] ~5/23全聯線上購 首購價7折 最高折$200,Lifeismoney,"在查迪X儂價格 發現有個標價低於市價兩百元
點進去是全聯線上購的首購價。

https://i.imgur.com/yM4h0UN.jpeg

結帳要用PX PAY或是信用卡（要先綁定）
有興趣可以參考 謝謝看完
補一張證明
https://i.imgur.com/73fGp31.jpeg


"
3375,[情報] 丸龜5/21~22豚骨烏龍麵買一送一,Lifeismoney,"https://www.facebook.com/share/p/7gY6LrTXbBYeWwAF/
https://i.imgur.com/v2ptnAx.jpeg　　
點餐結帳時主動出示丸亀製麵〝按讚/追蹤畫面  〞
享【中碗豚骨烏龍麵買一送一】優惠。
  注意事項｜
　❶每支手機(畫面)限購一組
　❷買一送一「活動餐點限內用」，不開放外帶及寄碗 。
　❸買一送一僅限中碗，不提供升級。
　❹買一送一活動恕不與其他優惠活動併用。




"
3376,[情報] 剛剛收到的熊貓會員年費折扣,Lifeismoney,"本來有熊貓會員
後來到期沒續約
剛突然收到信件
年費可以打五折

重新訂閱，繼續享受 pandapro 尊榮福利！
限時折扣：重新訂閱即享年費制方案5折*優惠. 省上加省
折扣碼 best50

不知道有沒有分眾
分享給大家


"
